Order ID,Customer ID,Unique product ID,Product ID,Order Date,Ship Date,Sales,Geo_ID
CA-2017-117590,GH-14485,TEC-PH-10004977--8916212745705324479,TEC-PH-10004977,2017-12-08,2017-12-10,1097.544,Richardson_Texas_75080.0
CA-2017-117590,GH-14485,FUR-FU-10003664--3377323653410532948,FUR-FU-10003664,2017-12-08,2017-12-10,190.92,Richardson_Texas_75080.0
CA-2016-117415,SN-20710,OFF-EN-10002986--3602148883024123122,OFF-EN-10002986,2016-12-27,2016-12-31,113.328,Houston_Texas_77041.0
CA-2016-117415,SN-20710,FUR-BO-10002545-203608947492023612,FUR-BO-10002545,2016-12-27,2016-12-31,532.3992,Houston_Texas_77041.0
CA-2016-117415,SN-20710,FUR-CH-10004218--6217550177830232994,FUR-CH-10004218,2016-12-27,2016-12-31,212.058,Houston_Texas_77041.0
CA-2016-117415,SN-20710,TEC-PH-10000486-5315485077140683612,TEC-PH-10000486,2016-12-27,2016-12-31,371.168,Houston_Texas_77041.0
CA-2018-120999,LC-16930,TEC-PH-10004093--616303922433098213,TEC-PH-10004093,2018-09-10,2018-09-15,147.168,Naperville_Illinois_60540.0
CA-2017-101343,RA-19885,OFF-ST-10003479-435028291948602841,OFF-ST-10003479,2017-07-17,2017-07-22,77.88,Los Angeles_California_90049.0
CA-2018-139619,ES-14080,OFF-ST-10003282--9057892851792647631,OFF-ST-10003282,2018-09-19,2018-09-23,95.616,Melbourne_Florida_32935.0
CA-2017-118255,ON-18715,TEC-AC-10000171--4442940537529358384,TEC-AC-10000171,2017-03-11,2017-03-13,45.98,Eagan_Minnesota_55122.0
CA-2017-118255,ON-18715,OFF-BI-10003291-6378663276060198226,OFF-BI-10003291,2017-03-11,2017-03-13,17.46,Eagan_Minnesota_55122.0
CA-2015-146703,PO-18865,OFF-ST-10001713--6757379889897643674,OFF-ST-10001713,2015-10-20,2015-10-25,211.96,Westland_Michigan_48185.0
CA-2017-169194,LH-16900,TEC-AC-10002167--6599482082677296497,TEC-AC-10002167,2017-06-20,2017-06-25,45.0,Dover_Delaware_19901.0
CA-2017-169194,LH-16900,TEC-PH-10003988--3528602405808932897,TEC-PH-10003988,2017-06-20,2017-06-25,21.8,Dover_Delaware_19901.0
CA-2016-115742,DP-13000,OFF-BI-10004410--4258176612451616006,OFF-BI-10004410,2016-04-18,2016-04-22,38.22,New Albany_Indiana_47150.0
CA-2016-115742,DP-13000,OFF-LA-10002762--6828157774485093672,OFF-LA-10002762,2016-04-18,2016-04-22,75.18,New Albany_Indiana_47150.0
CA-2016-115742,DP-13000,FUR-FU-10001706--4693693854461678523,FUR-FU-10001706,2016-04-18,2016-04-22,6.16,New Albany_Indiana_47150.0
CA-2016-115742,DP-13000,FUR-CH-10003061--6775078664865630109,FUR-CH-10003061,2016-04-18,2016-04-22,89.99,New Albany_Indiana_47150.0
CA-2017-105816,JM-15265,OFF-FA-10000304--3831575791696195446,OFF-FA-10000304,2017-12-11,2017-12-17,15.26,New York City_New York_10024.0
CA-2017-105816,JM-15265,TEC-PH-10002447--595125887697515811,TEC-PH-10002447,2017-12-11,2017-12-17,1029.95,New York City_New York_10024.0
CA-2017-111682,TB-21055,OFF-ST-10000604--111056538718825808,OFF-ST-10000604,2017-06-17,2017-06-18,208.56,Troy_New York_12180.0
CA-2017-111682,TB-21055,OFF-PA-10001569--6794769252497838896,OFF-PA-10001569,2017-06-17,2017-06-18,32.4,Troy_New York_12180.0
CA-2017-111682,TB-21055,FUR-CH-10003968--1146536661270560934,FUR-CH-10003968,2017-06-17,2017-06-18,319.41,Troy_New York_12180.0
CA-2017-111682,TB-21055,OFF-PA-10000587--8298213518510056749,OFF-PA-10000587,2017-06-17,2017-06-18,14.56,Troy_New York_12180.0
CA-2017-111682,TB-21055,TEC-AC-10002167--6599482082677296497,TEC-AC-10002167,2017-06-17,2017-06-18,30.0,Troy_New York_12180.0
CA-2017-111682,TB-21055,OFF-BI-10001460-8559809561741052190,OFF-BI-10001460,2017-06-17,2017-06-18,48.48,Troy_New York_12180.0
CA-2017-111682,TB-21055,OFF-AR-10001868-3205041326181841406,OFF-AR-10001868,2017-06-17,2017-06-18,1.68,Troy_New York_12180.0
CA-2016-135545,KM-16720,TEC-AC-10004633-4472919142958682262,TEC-AC-10004633,2016-11-24,2016-11-30,13.98,Los Angeles_California_90004.0
CA-2016-135545,KM-16720,OFF-BI-10001078-4163889588046202584,OFF-BI-10001078,2016-11-24,2016-11-30,25.824,Los Angeles_California_90004.0
CA-2016-135545,KM-16720,OFF-PA-10003892-9008714954260814746,OFF-PA-10003892,2016-11-24,2016-11-30,146.73,Los Angeles_California_90004.0
CA-2016-135545,KM-16720,FUR-FU-10000397-8851795915239201672,FUR-FU-10000397,2016-11-24,2016-11-30,79.76,Los Angeles_California_90004.0
US-2016-164175,PS-18970,FUR-CH-10001146-7859077442104652234,FUR-CH-10001146,2016-04-30,2016-05-05,213.115,Chicago_Illinois_60610.0
CA-2015-106376,BS-11590,OFF-AR-10002671-8235961418036764279,OFF-AR-10002671,2015-12-05,2015-12-10,1113.024,Gilbert_Arizona_85234.0
CA-2015-106376,BS-11590,TEC-PH-10002726-8016621330249432268,TEC-PH-10002726,2015-12-05,2015-12-10,167.968,Gilbert_Arizona_85234.0
CA-2017-119823,KD-16270,OFF-PA-10000482-480544124899492091,OFF-PA-10000482,2017-06-04,2017-06-06,75.88,Springfield_Virginia_22153.0
CA-2017-106075,HM-14980,OFF-BI-10004654-5669584243758128520,OFF-BI-10004654,2017-09-18,2017-09-23,4.616,New York City_New York_10009.0
CA-2018-114440,TB-21520,OFF-PA-10004675--6920191381331791087,OFF-PA-10004675,2018-09-14,2018-09-17,19.05,Jackson_Michigan_49201.0
US-2016-134026,JE-15745,FUR-CH-10000513--6871183121311474685,FUR-CH-10000513,2016-04-26,2016-05-02,831.936,Memphis_Tennessee_38109.0
US-2016-134026,JE-15745,FUR-FU-10003708--8955034885345108997,FUR-FU-10003708,2016-04-26,2016-05-02,97.04,Memphis_Tennessee_38109.0
US-2016-134026,JE-15745,OFF-ST-10004123-1750280318216619985,OFF-ST-10004123,2016-04-26,2016-05-02,72.784,Memphis_Tennessee_38109.0
US-2018-118038,KB-16600,OFF-BI-10004182-5407965668644296557,OFF-BI-10004182,2018-12-09,2018-12-11,1.248,Houston_Texas_77041.0
US-2018-118038,KB-16600,FUR-FU-10000260-7695236499843098,FUR-FU-10000260,2018-12-09,2018-12-11,9.708,Houston_Texas_77041.0
US-2018-118038,KB-16600,OFF-ST-10000615--3775638482568199457,OFF-ST-10000615,2018-12-09,2018-12-11,27.24,Houston_Texas_77041.0
US-2015-147606,JE-15745,FUR-FU-10003194-5840412949924328314,FUR-FU-10003194,2015-11-26,2015-12-01,19.3,Houston_Texas_77070.0
CA-2017-127208,SC-20770,OFF-AP-10002118-667227979414968015,OFF-AP-10002118,2017-06-12,2017-06-15,208.16,Decatur_Alabama_35601.0
CA-2017-127208,SC-20770,OFF-BI-10002309--7975560141529247483,OFF-BI-10002309,2017-06-12,2017-06-15,16.74,Decatur_Alabama_35601.0
CA-2015-139451,DN-13690,OFF-AR-10002053-8372383060893249163,OFF-AR-10002053,2015-10-12,2015-10-16,14.9,San Francisco_California_94122.0
CA-2015-139451,DN-13690,OFF-ST-10002370-6714295261173185941,OFF-ST-10002370,2015-10-12,2015-10-16,21.39,San Francisco_California_94122.0
CA-2016-149734,JC-16105,OFF-EN-10000927-831384027206582323,OFF-EN-10000927,2016-09-03,2016-09-08,200.984,Durham_North Carolina_27707.0
US-2018-119662,CS-12400,OFF-ST-10003656--5493393861671237166,OFF-ST-10003656,2018-11-13,2018-11-16,230.376,Chicago_Illinois_60623.0
CA-2018-140088,PO-18865,FUR-CH-10000863--7321904970882345991,FUR-CH-10000863,2018-05-28,2018-05-30,301.96,Columbia_South Carolina_29203.0
CA-2018-155558,PG-18895,TEC-AC-10001998--8085086800590654768,TEC-AC-10001998,2018-10-26,2018-11-02,19.99,Rochester_Minnesota_55901.0
CA-2018-155558,PG-18895,OFF-LA-10000134--6121089116249003557,OFF-LA-10000134,2018-10-26,2018-11-02,6.16,Rochester_Minnesota_55901.0
CA-2017-159695,GM-14455,OFF-ST-10003442-8654750758632045477,OFF-ST-10003442,2017-04-05,2017-04-10,158.368,Houston_Texas_77095.0
CA-2017-109806,JS-15685,OFF-AR-10004930-3289025021180619185,OFF-AR-10004930,2017-09-17,2017-09-22,20.1,Los Angeles_California_90036.0
CA-2017-109806,JS-15685,TEC-PH-10004093--616303922433098213,TEC-PH-10004093,2017-09-17,2017-09-22,73.584,Los Angeles_California_90036.0
CA-2017-109806,JS-15685,OFF-PA-10000304--1318745588785661577,OFF-PA-10000304,2017-09-17,2017-09-22,6.48,Los Angeles_California_90036.0
CA-2016-149587,KB-16315,OFF-PA-10003177-6956250541807695179,OFF-PA-10003177,2016-01-31,2016-02-05,12.96,Minneapolis_Minnesota_55407.0
CA-2016-149587,KB-16315,FUR-FU-10003799--3165771494002168164,FUR-FU-10003799,2016-01-31,2016-02-05,53.34,Minneapolis_Minnesota_55407.0
CA-2016-149587,KB-16315,OFF-BI-10002852--1886093926257654421,OFF-BI-10002852,2016-01-31,2016-02-05,32.96,Minneapolis_Minnesota_55407.0
US-2018-109484,RB-19705,OFF-BI-10004738--7280602052124630258,OFF-BI-10004738,2018-11-06,2018-11-12,5.682,Portland_Oregon_97206.0
CA-2018-161018,PN-18775,FUR-FU-10000629-2271389378721193450,FUR-FU-10000629,2018-11-09,2018-11-11,96.53,New York City_New York_10009.0
CA-2018-157833,KD-16345,OFF-BI-10001721--7609856629068344389,OFF-BI-10001721,2018-06-17,2018-06-20,51.312,San Francisco_California_94122.0
CA-2017-149223,ER-13855,OFF-AP-10000358-6569975621858575352,OFF-AP-10000358,2017-09-06,2017-09-11,77.88,Saint Paul_Minnesota_55106.0
CA-2017-158568,RB-19465,OFF-PA-10003256--8593262951620343359,OFF-PA-10003256,2017-08-29,2017-09-02,64.624,Chicago_Illinois_60610.0
CA-2017-158568,RB-19465,TEC-AC-10001767-8496315763570694675,TEC-AC-10001767,2017-08-29,2017-09-02,95.976,Chicago_Illinois_60610.0
CA-2017-158568,RB-19465,OFF-BI-10002609--838989348545871558,OFF-BI-10002609,2017-08-29,2017-09-02,1.788,Chicago_Illinois_60610.0
CA-2017-129903,GZ-14470,OFF-PA-10004040-5359927180226244563,OFF-PA-10004040,2017-12-01,2017-12-04,23.92,Rochester_Minnesota_55901.0
US-2016-156867,LC-16870,TEC-AC-10001552-1911192086901922808,TEC-AC-10001552,2016-11-13,2016-11-17,238.896,Aurora_Colorado_80013.0
US-2016-156867,LC-16870,FUR-FU-10004006--9000995068856059929,FUR-FU-10004006,2016-11-13,2016-11-17,102.36,Aurora_Colorado_80013.0
US-2016-156867,LC-16870,OFF-BI-10002794-581278183174469737,OFF-BI-10002794,2016-11-13,2016-11-17,36.882,Aurora_Colorado_80013.0
CA-2018-119004,JM-15250,TEC-AC-10003499--2526247858317764862,TEC-AC-10003499,2018-11-23,2018-11-28,74.112,Charlotte_North Carolina_28205.0
CA-2018-119004,JM-15250,TEC-PH-10002844-8984866455287164420,TEC-PH-10002844,2018-11-23,2018-11-28,27.992,Charlotte_North Carolina_28205.0
CA-2018-119004,JM-15250,OFF-AR-10000390--8235031409737743382,OFF-AR-10000390,2018-11-23,2018-11-28,3.304,Charlotte_North Carolina_28205.0
CA-2016-129476,PA-19060,TEC-AC-10000844-8330275710532018632,TEC-AC-10000844,2016-10-15,2016-10-20,339.96,Orland Park_Illinois_60462.0
CA-2018-146780,CV-12805,FUR-FU-10001934-8810377828895378680,FUR-FU-10001934,2018-12-25,2018-12-30,41.96,New York City_New York_10035.0
CA-2017-128867,CL-12565,OFF-AR-10000380-9052679186182391501,OFF-AR-10000380,2017-11-03,2017-11-10,75.96,Urbandale_Iowa_50322.0
CA-2017-128867,CL-12565,OFF-BI-10003981-5749112439354566662,OFF-BI-10003981,2017-11-03,2017-11-10,27.24,Urbandale_Iowa_50322.0
CA-2015-115259,RC-19960,OFF-FA-10000621-3590407717432240737,OFF-FA-10000621,2015-08-25,2015-08-27,40.096,Columbus_Ohio_43229.0
CA-2015-115259,RC-19960,OFF-EN-10002600--2724625153933731730,OFF-EN-10002600,2015-08-25,2015-08-27,4.72,Columbus_Ohio_43229.0
CA-2015-115259,RC-19960,OFF-PA-10004965-8807849279166367307,OFF-PA-10004965,2015-08-25,2015-08-27,23.976,Columbus_Ohio_43229.0
CA-2015-115259,RC-19960,OFF-EN-10002504-7893144440455588934,OFF-EN-10002504,2015-08-25,2015-08-27,130.464,Columbus_Ohio_43229.0
CA-2016-110457,DK-13090,FUR-TA-10001768-4901794769371097116,FUR-TA-10001768,2016-03-02,2016-03-06,787.53,Seattle_Washington_98103.0
US-2016-136476,GG-14650,OFF-BI-10003650-2630542938491172892,OFF-BI-10003650,2016-04-05,2016-04-10,157.794,Bristol_Tennessee_37620.0
CA-2017-103730,SC-20725,FUR-FU-10002157--6883375003427601292,FUR-FU-10002157,2017-06-12,2017-06-15,47.04,Wilmington_Delaware_19805.0
CA-2017-103730,SC-20725,OFF-BI-10003910--5605090784615098322,OFF-BI-10003910,2017-06-12,2017-06-15,30.84,Wilmington_Delaware_19805.0
CA-2017-103730,SC-20725,OFF-ST-10000777-9020771338639950720,OFF-ST-10000777,2017-06-12,2017-06-15,226.56,Wilmington_Delaware_19805.0
CA-2017-103730,SC-20725,OFF-EN-10002500--5046857140793148330,OFF-EN-10002500,2017-06-12,2017-06-15,115.02,Wilmington_Delaware_19805.0
CA-2017-103730,SC-20725,TEC-PH-10003875--686015987355871369,TEC-PH-10003875,2017-06-12,2017-06-15,68.04,Wilmington_Delaware_19805.0
US-2015-152030,AD-10180,FUR-CH-10004063--1746450288518900146,FUR-CH-10004063,2015-12-26,2015-12-28,600.558,Houston_Texas_77041.0
US-2015-134614,PF-19165,FUR-TA-10004534-6642357041674512667,FUR-TA-10004534,2015-09-20,2015-09-25,617.7,Bloomington_Illinois_61701.0
US-2018-107272,TS-21610,OFF-BI-10003274--6281508796186482272,OFF-BI-10003274,2018-11-05,2018-11-12,2.388,Phoenix_Arizona_85023.0
US-2018-107272,TS-21610,OFF-ST-10002974--7859575115007526671,OFF-ST-10002974,2018-11-05,2018-11-12,243.992,Phoenix_Arizona_85023.0
US-2017-125969,LS-16975,FUR-CH-10001146--1953400269844798967,FUR-CH-10001146,2017-11-06,2017-11-10,81.424,Los Angeles_California_90004.0
US-2017-125969,LS-16975,FUR-FU-10003773--2034607727090337085,FUR-FU-10003773,2017-11-06,2017-11-10,238.56,Los Angeles_California_90004.0
US-2018-164147,DW-13585,TEC-PH-10002293--5429878234609393951,TEC-PH-10002293,2018-02-02,2018-02-05,59.97,Columbus_Ohio_43229.0
US-2018-164147,DW-13585,OFF-PA-10002377--7515505245394189012,OFF-PA-10002377,2018-02-02,2018-02-05,78.304,Columbus_Ohio_43229.0
US-2018-164147,DW-13585,OFF-FA-10002780--2750901894937266039,OFF-FA-10002780,2018-02-02,2018-02-05,21.456,Columbus_Ohio_43229.0
CA-2017-145583,LC-16885,OFF-PA-10001804-5875178031379506589,OFF-PA-10001804,2017-10-13,2017-10-19,20.04,Roseville_California_95661.0
CA-2017-145583,LC-16885,OFF-PA-10001736--4236521032070489018,OFF-PA-10001736,2017-10-13,2017-10-19,35.44,Roseville_California_95661.0
CA-2017-145583,LC-16885,OFF-AR-10001149--5639102107843977929,OFF-AR-10001149,2017-10-13,2017-10-19,11.52,Roseville_California_95661.0
CA-2017-145583,LC-16885,OFF-FA-10002988--8040506393440369764,OFF-FA-10002988,2017-10-13,2017-10-19,4.02,Roseville_California_95661.0
CA-2017-145583,LC-16885,OFF-BI-10004781-8507526680347724623,OFF-BI-10004781,2017-10-13,2017-10-19,76.176,Roseville_California_95661.0
CA-2017-145583,LC-16885,OFF-SU-10001218--758644267906660416,OFF-SU-10001218,2017-10-13,2017-10-19,65.88,Roseville_California_95661.0
CA-2017-145583,LC-16885,FUR-FU-10001706--4693693854461678523,FUR-FU-10001706,2017-10-13,2017-10-19,43.12,Roseville_California_95661.0
CA-2017-110366,JD-15895,FUR-FU-10004848--4656788383731901632,FUR-FU-10004848,2017-09-05,2017-09-07,82.8,Philadelphia_Pennsylvania_19140.0
CA-2018-106180,SH-19975,OFF-AR-10000940--1917313518591719100,OFF-AR-10000940,2018-09-18,2018-09-23,8.82,San Francisco_California_94122.0
CA-2018-106180,SH-19975,OFF-EN-10004030-7031485746413440846,OFF-EN-10004030,2018-09-18,2018-09-23,10.86,San Francisco_California_94122.0
CA-2018-106180,SH-19975,OFF-PA-10004327-8986024151561989096,OFF-PA-10004327,2018-09-18,2018-09-23,143.7,San Francisco_California_94122.0
CA-2018-155376,SG-20080,OFF-AP-10001058--5602904411772534285,OFF-AP-10001058,2018-12-22,2018-12-27,839.43,Independence_Missouri_64055.0
CA-2016-110744,HA-14920,OFF-ST-10003656--5493393861671237166,OFF-ST-10003656,2016-09-07,2016-09-12,671.93,Pasadena_California_91104.0
CA-2015-110072,MG-17680,FUR-FU-10000521--1121739457875308688,FUR-FU-10000521,2015-10-22,2015-10-28,93.888,Newark_Ohio_43055.0
CA-2017-114489,JE-16165,TEC-PH-10000215-1867939557852164993,TEC-PH-10000215,2017-12-05,2017-12-09,384.45,Franklin_Wisconsin_53132.0
CA-2017-114489,JE-16165,TEC-PH-10001448--3956029371809135101,TEC-PH-10001448,2017-12-05,2017-12-09,149.97,Franklin_Wisconsin_53132.0
CA-2017-114489,JE-16165,FUR-CH-10000454--776781715760852353,FUR-CH-10000454,2017-12-05,2017-12-09,1951.84,Franklin_Wisconsin_53132.0
CA-2017-114489,JE-16165,OFF-BI-10002735-3606679730538981878,OFF-BI-10002735,2017-12-05,2017-12-09,171.55,Franklin_Wisconsin_53132.0
CA-2017-158834,TW-21025,OFF-AP-10000326-6002685621898404433,OFF-AP-10000326,2017-03-13,2017-03-16,157.92,Scottsdale_Arizona_85254.0
CA-2017-158834,TW-21025,TEC-PH-10001254-927982915134515978,TEC-PH-10001254,2017-03-13,2017-03-16,203.184,Scottsdale_Arizona_85254.0
CA-2016-124919,SP-20650,OFF-PA-10001950-2697246819980094695,OFF-PA-10001950,2016-05-31,2016-06-02,58.38,San Jose_California_95123.0
CA-2016-124919,SP-20650,OFF-PA-10002254--7610911721799725075,OFF-PA-10002254,2016-05-31,2016-06-02,105.52,San Jose_California_95123.0
CA-2016-124919,SP-20650,OFF-ST-10001590--8362143021034992,OFF-ST-10001590,2016-05-31,2016-06-02,80.88,San Jose_California_95123.0
CA-2016-118948,NK-18490,OFF-AR-10001547-1802617807236006884,OFF-AR-10001547,2016-05-28,2016-06-03,6.63,Seattle_Washington_98105.0
CA-2015-104269,DB-13060,FUR-CH-10004063--1746450288518900146,FUR-CH-10004063,2015-03-01,2015-03-06,457.568,Seattle_Washington_98115.0
CA-2017-114104,NP-18670,OFF-LA-10002475-8214030675600954762,OFF-LA-10002475,2017-11-20,2017-11-24,14.62,Edmond_Oklahoma_73034.0
CA-2017-114104,NP-18670,TEC-PH-10004536--2693794682267942744,TEC-PH-10004536,2017-11-20,2017-11-24,944.93,Edmond_Oklahoma_73034.0
CA-2017-162733,TT-21070,OFF-PA-10002751-2471822910996996180,OFF-PA-10002751,2017-05-11,2017-05-12,5.98,Los Angeles_California_90045.0
CA-2016-119697,EM-13960,TEC-AC-10003657-4151570839954317863,TEC-AC-10003657,2016-12-28,2016-12-31,54.384,Philadelphia_Pennsylvania_19134.0
CA-2017-154508,RD-19900,OFF-EN-10001990-592934926399069147,OFF-EN-10001990,2017-11-16,2017-11-20,28.4,Carlsbad_New Mexico_88220.0
CA-2017-113817,MJ-17740,OFF-BI-10004002--8306387611940004221,OFF-BI-10004002,2017-11-07,2017-11-11,27.68,Seattle_Washington_98115.0
CA-2015-139892,BM-11140,OFF-AR-10004441-3362803965173079164,OFF-AR-10004441,2015-09-08,2015-09-12,9.936,San Antonio_Texas_78207.0
CA-2015-139892,BM-11140,TEC-MA-10000822--3781513846085785404,TEC-MA-10000822,2015-09-08,2015-09-12,8159.952,San Antonio_Texas_78207.0
CA-2015-139892,BM-11140,OFF-ST-10000991-2439745818966247543,OFF-ST-10000991,2015-09-08,2015-09-12,275.928,San Antonio_Texas_78207.0
CA-2015-139892,BM-11140,FUR-CH-10004287--3623804865183722033,FUR-CH-10004287,2015-09-08,2015-09-12,1740.06,San Antonio_Texas_78207.0
CA-2015-139892,BM-11140,OFF-AR-10002656-8323059481958975597,OFF-AR-10002656,2015-09-08,2015-09-12,32.064,San Antonio_Texas_78207.0
CA-2015-139892,BM-11140,OFF-AP-10002518--5843324262043322438,OFF-AP-10002518,2015-09-08,2015-09-12,177.98,San Antonio_Texas_78207.0
CA-2015-139892,BM-11140,TEC-PH-10003931--1026506071346367181,TEC-PH-10003931,2015-09-08,2015-09-12,143.976,San Antonio_Texas_78207.0
CA-2015-118962,CS-12130,OFF-PA-10000659-7243448439396469328,OFF-PA-10000659,2015-08-05,2015-08-09,20.94,Los Angeles_California_90004.0
CA-2015-118962,CS-12130,OFF-PA-10001144--6209038625156562447,OFF-PA-10001144,2015-08-05,2015-08-09,110.96,Los Angeles_California_90004.0
CA-2015-118962,CS-12130,FUR-CH-10003817-1903944286887423906,FUR-CH-10003817,2015-08-05,2015-08-09,340.144,Los Angeles_California_90004.0
US-2015-100853,JB-15400,OFF-AP-10000891-441290141135963781,OFF-AP-10000891,2015-09-14,2015-09-19,52.448,Chicago_Illinois_60623.0
US-2015-100853,JB-15400,OFF-LA-10003148--6753990659665318723,OFF-LA-10003148,2015-09-14,2015-09-19,20.16,Chicago_Illinois_60623.0
US-2018-152366,SJ-20500,OFF-AP-10002684-4380245698481402475,OFF-AP-10002684,2018-04-21,2018-04-25,97.264,Houston_Texas_77036.0
US-2016-101511,JE-15745,FUR-CH-10004698-5848677721522867775,FUR-CH-10004698,2016-11-21,2016-11-23,396.802,Newark_Ohio_43055.0
US-2016-101511,JE-15745,OFF-SU-10002189-788143330974597679,OFF-SU-10002189,2016-11-21,2016-11-23,15.88,Newark_Ohio_43055.0
